,text,label
765,"nin bu konuda gerekli tedbirleri alması istenmekte ve bakanlığa öneriler sunulmaktadır: ""On iki yıldan beri her yıl [PET_BOUNDARY]muayyen günde[PET_BOUNDARY] kutlanan bu büyük günün halkça ve köylüce hâlâ bilinmemesi, bu gibi millî bayramlara karşı köylüde hiçbir alaka",0
89,"Bağış, Genel Kurul'a gelişinde gazetecilerin, konuşup konuşmayacağı yönündeki sorusuna, ""Duruma göre bakarız"" yanıtını verdi. ""Yani konuşma ihtimali var mı?"" sorusu üzerine Bağış, ""Siyasetçinin her zaman a planı, b planı, c planı olur değil mi"" dedi. ""Nasıl bir sonuç [PET_BOUNDARY]bekliyorsunuz[PET_BOUNDARY]?"" sorusuna ise Bağış, ""Hayırlısı olsun takdir yüce Meclis'indir"" karşılığını verdi.",0
1163,"gelen 45 yaşında ve saygın bir işadamı olan oğlu salonda oturuyorlardı. Hal hatırdan,... 19 Ocak 2013 Cumartesi [PET_BOUNDARY]Hayata veda etmiş[PET_BOUNDARY] bir din adamın mezar taşının üstünde yazılı olan bir yazı: ""Genç ve özgür iken, düşlerim sonsuzken, dünyayı değiştir",1
686,"vardır. Bu hikayelere göre, ""yılan, el ve ayakları kesilerek cezalandırılmış, Hz. Havva ise, ağacı kanattığı için [PET_BOUNDARY]aybaşı[PET_BOUNDARY] hali ve gebelik zorluğu ile doğum sancısına ve bundan ötürü çığlık atma cezasına çarptırılmıştır. Ayrıca Hz. Havva'",1
524,Radikal.com.tr  -  Muğla'nın Bodrum ilçesinde geçirdiği rahatsızlık sonucu tedavisi Maslak Acıbadem Hastanesi'nde yoğun bakım ünitesinde [PET_BOUNDARY]uyutularak[PET_BOUNDARY] devam eden sanatçı Nejat İşler'e Fenerbahçeli futbolculardan da destek geldi. Fenerbahçe'nin resmi Twitter hesabından paylaşılan fotoğrafta 12 numaralı Nejat İşler forması Fenerbahçeli futbolcular tarafından imzalandığı görülüyor. Fotoğrafın altına da: 'Forman hazır! Kalk artık' notu düşülmüş.,0
230,"Kenan Doğulu , ""Yıldızlı Turkcell Geceleri"" kapsamında Bodrum Antik Tiyatro'da verdiği konserde, eski ve yeni şarkılarını seslendirdi. Konseri, tatil için Bodrum'da bulunan Moldova Devlet Başkanı Vladimir Voronin de beraberindekilerle çok sayıda kişi izledi. Voronin, konserin ilk bölümünü dinledikten sonra Bodrum Antik Tiyatro'dan ayrıldı. Konser sırasında Bodrum Sağlık Vakfı'nda eğitim gören zihinsel ve bedensel [PET_BOUNDARY]engelli[PET_BOUNDARY] öğrenciler yararına yiyecek ve içecek satışı yapıldı.",1
878,"eşyalarını toplamalı, siyasete olan güveni daha fazla dibe vurdurmadan evine dönmeli. Son kullanma tarihin doldu [PET_BOUNDARY]fişini çektiler[PET_BOUNDARY] farkında mısın? Kılıçdaroğlu. Sanki bu sefer sert kayaya çarptı. Muharrem İnce bu işin peşini bırakmayacağı",0
266,"Haberin diğer fotoğrafları için tıklayın Hollywood'da akşam yemeği sonrası görüntülenen Pamela Anderson, derin [PET_BOUNDARY]göğüs[PET_BOUNDARY] dekolteli elbisesi ile dikkatleri üzerine çekti. Göğüs bölümü çiçek detaylı, diz boyunda pembe bir elbise tercih eden 49 yaşındaki oyuncu, formunu koruduğunu gözler önüne serdi.",1
421,"Küçükçekmece'de bir binanın girişindeki kozmetik dükkanında sebebi bilinmeyen bir patlama meydana geldi. Patlamanın ardından işyerinde yangın çıktı. Olay mahallini emniyet şeridi ile çeviren polis ekipleri, vatandaşları da uzaklaştırdı. Can [PET_BOUNDARY]kaybı[PET_BOUNDARY] ve yaralanmanın yaşanmadığı olayda çevredeki işyerleri ve evlerde küçük çapta hasarlar oluştu. Olayla ilgili inceleme başlatıldı.",1
1039,"nın Rusya gazı bağımlılığını azaltma çabasında. Onun için de Mısır, hem Delek, hem de Noble Enerji'den, Zohr'dan [PET_BOUNDARY]gaz çıkarmak[PET_BOUNDARY] için destek alıyor. Orta Doğu'da Değişen bir Eğilim için Umut Olur mu? En kalabalık Arap ülkesi olan Mısır ile kadim",0
