,test_no,f1,precision,recall,tn,fp,fn,tp,preds
0,0,0.6046771490142868,0.6427450980392158,0.6019607843137255,14,28,11,74,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0
 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0
 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 1 0 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 0 1 1
 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
1,0,0.6552797087057267,0.6533656297807241,0.6684873949579833,27,15,26,59,"[1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0
 0 1 0 1 1 0 1 0 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0 0 1 1 1 0 0 0
 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 1 1 1 0 1 0
 1 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0]"
2,0,0.7183619160260202,0.7360847564832385,0.7091036414565827,23,19,11,74,"[1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0
 0 1 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0 1 1 1 1 0 1 0
 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1
 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
3,0,0.6866181588105029,0.7028606965174129,0.7284313725490197,35,7,32,53,"[1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 1 0
 0 0 0 1 1 0 1 0 0 1 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 1 1 1 1 0 1 1 1 0 0 0 0
 1 1 1 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1
 1 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1]"
4,0,0.7466755319148937,0.7410256410256411,0.7633053221288515,32,10,20,65,"[1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0
 0 1 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 0 0 0 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 1 1 0 0 0 1
 1 0 0 0 1 0 0 1 1 1 0 1 1 1 1 0]"
5,0,0.7781013395457193,0.7767946161515453,0.8110644257703081,37,5,22,63,"[1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 0
 0 1 0 1 1 0 1 0 0 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 0 0 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 1
 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0]"
6,0,0.8241971207087486,0.8207831325301205,0.8281512605042016,33,9,11,74,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0 1 0
 1 1 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 1 1
 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0]"
7,0,0.8093093093093093,0.8429276315789473,0.7920168067226891,27,15,5,80,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 0
 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 0 0 1 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 1 1
 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
8,0,0.845928780418183,0.8534382284382285,0.8397759103641456,32,10,7,78,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0
 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 1 1
 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0]"
9,0,0.8438336347197107,0.8578078078078077,0.8337535014005603,31,11,6,79,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0
 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 1 1
 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0]"
10,0,0.8379183210436756,0.842528735632184,0.8338935574229691,32,10,8,77,"[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 0
 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 1 1
 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
11,0,0.8415877907403331,0.8633540372670807,0.8277310924369747,30,12,5,80,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0
 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 0 0 1 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 1 1
 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
12,0,0.8339183701562393,0.8289972899728997,0.8400560224089636,34,8,11,74,"[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 0
 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 0 0 0 0
 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 1
 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0]"
